#curie_map:
#  chmo: http://purl.obolibrary.org/obo/CHMO_
#  fix: http://purl.obolibrary.org/obo/FIX_
#  goldbook: https://goldbook.iupac.org/terms/view/
#  orcid: https://orcid.org/
#  panet: http://purl.org/pan-science/PaNET/PaNET
#  rex: http://purl.obolibrary.org/obo/REX_
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: https://github.com/nfdi-de/section-metadata-wg-onto/raw/refs/heads/main/sssom/data/positive.sssom.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date
chmo:0002031	119Sn Mossbauer spectroscopy	skos:exactMatch	fix:0000733	tin-119 Mossbauer spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0002032	121Sb Mossbauer spectroscopy	skos:exactMatch	fix:0000734	antimony-121 Mossbauer spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002035	129I Mossbauer spectroscopy	skos:exactMatch	fix:0000754	iodine-129 Mossbauer spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002036	197Au Mossbauer spectroscopy	skos:exactMatch	fix:0000738	gold-197 Mossbauer spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002099	holography	skos:exactMatch	panet:01105	holography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002141	high-pressure fluorescence correlation spectroscopy	skos:exactMatch	fix:0000760	high-pressure fluorescence correlation spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002142	continuous-scan cyclic voltammetry	skos:exactMatch	fix:0000762	continuous scan cyclic voltammetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002143	conductometric titration	skos:exactMatch	fix:0000771	conductometric titration	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002144	high-frequency conductometric titration	skos:exactMatch	fix:0000774	high frequency conductometric titration	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002196	activation	skos:exactMatch	rex:0000221	activation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002255	immobilized metal affinity chromatography	skos:exactMatch	fix:0000856	immobilized metal affinity chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002289	fast Fourier transform infrared spectroscopy	skos:exactMatch	fix:0000647	fast Fourier transform infrared spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002290	infrared transmission spectroscopy	skos:exactMatch	fix:0000660	infrared transmission spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002292	near-infrared surface plasmon resonance spectroscopy	skos:exactMatch	fix:0000394	near infrared surface plasmon resonance spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002293	magnetophoresis	skos:exactMatch	fix:0000689	magnetophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002297	electron-induced X-ray emission spectroscopy	skos:exactMatch	fix:0000682	electron-induced X-ray emission spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002298	proton-induced X-ray emission spectroscopy	skos:exactMatch	fix:0000102	proton-induced X-ray emission spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002302	reversed-phase chromatography	skos:exactMatch	fix:0000620	reversed-phase chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002303	gradient-elution chromatography	skos:exactMatch	fix:0000621	gradient elution chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002304	isocratic-elution chromatography	skos:exactMatch	fix:0000624	isocratic elution chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002305	step-wise elution chromatography	skos:exactMatch	fix:0000622	stepwise elution chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002312	X-ray microscopy	skos:exactMatch	panet:01180	x-ray microscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002314	scanning transmission X-ray microscopy	skos:exactMatch	panet:01219	scanning transmission x-ray microscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002316	pulsed-field gel electrophoresis	skos:exactMatch	fix:0000629	pulsed field gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002317	liquid–liquid chromatography	skos:exactMatch	fix:0000633	liquid-liquid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002318	liquid–solid chromatography	skos:exactMatch	fix:0000634	liquid-solid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002371	potentiometric titration	skos:exactMatch	fix:0000066	potentiometric titration	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002384	dielectrometric titration	skos:exactMatch	fix:0000772	dielectrometric titration	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002401	normal-phase chromatography	skos:exactMatch	fix:0000619	normal-phase chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002402	elution chromatography	skos:exactMatch	fix:0000617	elution chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002403	partition chromatography	skos:exactMatch	fix:0000612	partition chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002414	scattering spectroscopy	skos:exactMatch	fix:0000057	scattering spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002415	luminescence spectroscopy	skos:exactMatch	fix:0000027	luminescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002416	phosphorescence spectroscopy	skos:exactMatch	fix:0000029	phosphorescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002433	interferometry	skos:exactMatch	panet:2012008	interferometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002451	liquid chromatography at the critical condition	skos:exactMatch	fix:0001161	liquid chromatography at the critical condition	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002509	flash photolysis	skos:exactMatch	fix:0000370	flash photolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002510	laser flash photolysis	skos:exactMatch	fix:0000371	laser flash photolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002511	nanosecond laser flash photolysis	skos:exactMatch	fix:0000372	nanosecond laser flash photolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002514	diffuse reflectance laser flash photolysis	skos:exactMatch	fix:0000373	diffuse reflectance laser flash photolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002515	laser Raman spectroscopy	skos:exactMatch	fix:0000375	laser Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002537	coulometric titration	skos:exactMatch	fix:0000781	coulometric titration	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002555	triple-resonance spectroscopy	skos:exactMatch	fix:0000153	triple resonance spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002562	nuclear Overhauser effect difference spectroscopy	skos:exactMatch	fix:0000203	nuclear Overhauser effect difference spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002617	X-ray photon correlation spectroscopy	skos:exactMatch	panet:01205	x-ray photon correlation spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002710	two-dimensional infrared spectroscopy	skos:exactMatch	fix:0001069	two-dimensional infrared spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002713	magnetic resonance force microscopy	skos:exactMatch	fix:0000125	magnetic resonance force microscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002714	steady-state fluorescence spectroscopy	skos:exactMatch	fix:0000108	steady state fluorescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002722	chemiluminescence spectroscopy	skos:exactMatch	fix:0000238	chemiluminescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002723	thermoluminescence spectroscopy	skos:exactMatch	fix:0000239	thermoluminescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002724	isomorphous replacement	skos:exactMatch	fix:0000245	isomorphous replacement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002725	single isomorphous replacement	skos:exactMatch	fix:0000246	single isomorphous replacement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002726	multiple isomorphous replacement	skos:exactMatch	fix:0000216	multiple isomorphous replacement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002817	optical activity	skos:exactMatch	fix:0000274	optical activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002886	two-dimensional gas chromatography	skos:exactMatch	fix:0001155	two-dimensional gas chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002889	imμnoaffinity chromatography	skos:exactMatch	fix:0000870	immunoaffinity chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002923	high-performance anion-exchange chromatography	skos:exactMatch	fix:0000800	high-performance anion-exchange chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
